instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,is_weekend,hr_sin,hr_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos,morning_rush,evening_rush,midday_rest,workingday_morning_rush,workingday_evening_rush,non_workingday_midday,time_period,temp_hum_interaction,comfort,is_bad_weather,casual_lag1,casual_lag24,casual_roll3,casual_roll24,registered_lag1,registered_lag24,registered_roll3,registered_roll24,cnt_lag1,cnt_lag24,cnt_roll3,cnt_roll24
16,2011-01-01,1,0,1,15,0,6,0,2,0.44,0.77,0.2985,40,70,110,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,Afternoon,0.3388,0.1012,0,35.0,0.0,37.0,12.0,71.0,0.0,57.666666666666664,21.733333333333334,106.0,0.0,94.66666666666667,33.733333333333334
17,2011-01-01,1,0,1,16,0,6,0,2,0.42,0.82,0.2985,41,52,93,1,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,Afternoon,0.3444,0.07560000000000001,0,40.0,0.0,40.666666666666664,13.75,70.0,0.0,62.666666666666664,24.75,110.0,0.0,103.33333333333333,38.5
18,2011-01-01,1,0,1,17,0,6,0,2,0.44,0.82,0.2836,15,52,67,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,Evening,0.36079999999999995,0.07920000000000002,0,41.0,0.0,38.666666666666664,15.352941176470589,52.0,0.0,64.33333333333333,26.352941176470587,93.0,0.0,103.0,41.705882352941174
19,2011-01-01,1,0,1,18,0,6,0,3,0.42,0.88,0.2537,9,26,35,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,Evening,0.3696,0.05039999999999999,1,15.0,0.0,32.0,15.333333333333334,52.0,0.0,58.0,27.77777777777778,67.0,0.0,90.0,43.111111111111114
20,2011-01-01,1,0,1,19,0,6,0,3,0.42,0.88,0.2537,6,31,37,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,Evening,0.3696,0.05039999999999999,1,9.0,0.0,21.666666666666668,15.0,26.0,0.0,43.333333333333336,27.68421052631579,35.0,0.0,65.0,42.68421052631579
21,2011-01-01,1,0,1,20,0,6,0,2,0.4,0.87,0.2537,11,25,36,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,Evening,0.34800000000000003,0.052000000000000005,0,6.0,0.0,10.0,14.55,31.0,0.0,36.333333333333336,27.85,37.0,0.0,46.333333333333336,42.4
22,2011-01-01,1,0,1,21,0,6,0,2,0.4,0.87,0.194,3,31,34,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,Evening,0.34800000000000003,0.052000000000000005,0,11.0,0.0,8.666666666666666,14.380952380952381,25.0,0.0,27.333333333333332,27.714285714285715,36.0,0.0,36.0,42.095238095238095
23,2011-01-01,1,0,1,22,0,6,0,2,0.4,0.94,0.2239,11,17,28,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,Late Night,0.376,0.02400000000000002,0,3.0,0.0,6.666666666666667,13.863636363636363,31.0,0.0,29.0,27.863636363636363,34.0,0.0,35.666666666666664,41.72727272727273
24,2011-01-01,1,0,1,23,0,6,0,2,0.46,0.88,0.2985,15,24,39,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,Late Night,0.4048,0.0552,0,11.0,0.0,8.333333333333334,13.73913043478261,17.0,0.0,24.333333333333332,27.391304347826086,28.0,0.0,32.666666666666664,41.130434782608695
25,2011-01-02,1,0,1,0,0,0,0,2,0.46,0.88,0.2985,4,13,17,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Night,0.4048,0.0552,0,15.0,3.0,9.666666666666666,13.791666666666666,24.0,13.0,24.0,27.25,39.0,16.0,33.666666666666664,41.041666666666664
26,2011-01-02,1,0,1,1,0,0,0,2,0.44,0.94,0.2537,1,16,17,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Night,0.41359999999999997,0.026400000000000024,0,4.0,8.0,10.0,13.833333333333334,13.0,32.0,18.0,27.25,17.0,40.0,28.0,41.083333333333336
27,2011-01-02,1,0,1,2,0,0,0,2,0.42,1.0,0.2836,1,8,9,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Night,0.42,0.0,0,1.0,5.0,6.666666666666667,13.541666666666666,16.0,27.0,17.666666666666668,26.583333333333332,17.0,32.0,24.333333333333332,40.125
28,2011-01-02,1,0,1,3,0,0,0,2,0.46,0.94,0.194,2,4,6,1,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Night,0.4324,0.027600000000000027,0,1.0,3.0,2.0,13.375,8.0,10.0,12.333333333333334,25.791666666666668,9.0,13.0,14.333333333333334,39.166666666666664
29,2011-01-02,1,0,1,4,0,0,0,2,0.46,0.94,0.194,2,1,3,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Night,0.4324,0.027600000000000027,0,2.0,0.0,1.3333333333333333,13.333333333333334,4.0,1.0,9.333333333333334,25.541666666666668,6.0,1.0,10.666666666666666,38.875
30,2011-01-02,1,0,1,6,0,0,0,3,0.42,0.77,0.2985,0,2,2,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Morning,0.3234,0.09659999999999999,1,2.0,0.0,1.6666666666666667,13.416666666666666,1.0,1.0,4.333333333333333,25.541666666666668,3.0,1.0,6.0,38.958333333333336
31,2011-01-02,1,0,1,7,0,0,0,2,0.4,0.76,0.194,0,1,1,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,0,0,0,0,Morning,0.30400000000000005,0.096,0,0.0,2.0,1.3333333333333333,13.416666666666666,2.0,0.0,2.3333333333333335,25.583333333333332,2.0,2.0,3.6666666666666665,39.0
32,2011-01-02,1,0,1,8,0,0,0,3,0.4,0.71,0.2239,0,8,8,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,0,0,0,0,Morning,0.284,0.11600000000000002,1,0.0,1.0,0.6666666666666666,13.333333333333334,1.0,2.0,1.3333333333333333,25.625,1.0,3.0,2.0,38.958333333333336
33,2011-01-02,1,0,1,9,0,0,0,2,0.38,0.76,0.2239,1,19,20,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0,1,0,0,0,0,0,Morning,0.2888,0.0912,0,0.0,1.0,0.0,13.291666666666666,8.0,7.0,3.6666666666666665,25.875,8.0,8.0,3.6666666666666665,39.166666666666664
34,2011-01-02,1,0,1,10,0,0,0,2,0.36,0.81,0.2239,7,46,53,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Morning,0.2916,0.06839999999999997,0,1.0,8.0,0.3333333333333333,13.291666666666666,19.0,6.0,9.333333333333334,26.375,20.0,14.0,9.666666666666666,39.666666666666664
35,2011-01-02,1,0,1,11,0,0,0,2,0.36,0.71,0.2537,16,54,70,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Morning,0.2556,0.1044,0,7.0,12.0,2.6666666666666665,13.25,46.0,24.0,24.333333333333332,28.041666666666668,53.0,36.0,27.0,41.291666666666664
36,2011-01-02,1,0,1,12,0,0,0,2,0.36,0.66,0.2985,20,73,93,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,1,Afternoon,0.2376,0.12239999999999998,0,16.0,26.0,8.0,13.416666666666666,54.0,30.0,39.666666666666664,29.291666666666668,70.0,56.0,47.666666666666664,42.708333333333336
37,2011-01-02,1,0,1,13,0,0,0,2,0.36,0.66,0.1343,11,64,75,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,1,Afternoon,0.2376,0.12239999999999998,0,20.0,29.0,14.333333333333334,13.166666666666666,73.0,55.0,57.666666666666664,31.083333333333332,93.0,84.0,72.0,44.25
38,2011-01-02,1,0,1,14,0,0,0,3,0.36,0.76,0.194,4,55,59,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,0,1,Afternoon,0.2736,0.08639999999999999,1,11.0,47.0,15.666666666666666,12.416666666666666,64.0,47.0,63.666666666666664,31.458333333333332,75.0,94.0,79.33333333333333,43.875
39,2011-01-02,1,0,1,15,0,0,0,3,0.34,0.81,0.1642,19,55,74,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Afternoon,0.27540000000000003,0.06459999999999999,1,4.0,35.0,11.666666666666666,10.625,55.0,71.0,64.0,31.791666666666668,59.0,106.0,75.66666666666667,42.416666666666664
40,2011-01-02,1,0,1,16,0,0,0,3,0.34,0.71,0.1642,9,67,76,1,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Afternoon,0.2414,0.09860000000000002,1,19.0,40.0,11.333333333333334,9.958333333333334,55.0,70.0,58.0,31.125,74.0,110.0,69.33333333333333,41.083333333333336
41,2011-01-02,1,0,1,17,0,0,0,1,0.34,0.57,0.194,7,58,65,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,0,0,Evening,0.1938,0.14620000000000002,0,9.0,41.0,10.666666666666666,8.666666666666666,67.0,52.0,59.0,31.0,76.0,93.0,69.66666666666667,39.666666666666664
42,2011-01-02,1,0,1,18,0,0,0,2,0.36,0.46,0.3284,10,43,53,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,0,0,Evening,0.1656,0.19440000000000002,0,7.0,15.0,11.666666666666666,7.25,58.0,52.0,60.0,31.25,65.0,67.0,71.66666666666667,38.5
43,2011-01-02,1,0,1,19,0,0,0,1,0.32,0.42,0.4478,1,29,30,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,0,0,Evening,0.1344,0.18560000000000001,0,10.0,9.0,8.666666666666666,7.041666666666667,43.0,26.0,56.0,30.875,53.0,35.0,64.66666666666667,37.916666666666664
44,2011-01-02,1,0,1,20,0,0,0,1,0.3,0.39,0.3582,5,17,22,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Evening,0.11699999999999999,0.183,0,1.0,6.0,6.0,6.708333333333333,29.0,31.0,43.333333333333336,31.0,30.0,37.0,49.333333333333336,37.708333333333336
45,2011-01-02,1,0,1,21,0,0,0,1,0.26,0.44,0.3284,11,20,31,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Evening,0.1144,0.1456,0,5.0,11.0,5.333333333333333,6.666666666666667,17.0,25.0,29.666666666666668,30.416666666666668,22.0,36.0,35.0,37.083333333333336
46,2011-01-02,1,0,1,22,0,0,0,1,0.24,0.44,0.2985,0,9,9,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Late Night,0.1056,0.13440000000000002,0,11.0,3.0,5.666666666666667,6.666666666666667,20.0,31.0,22.0,30.208333333333332,31.0,34.0,27.666666666666668,36.875
47,2011-01-02,1,0,1,23,0,0,0,1,0.22,0.47,0.1642,0,8,8,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,Late Night,0.10339999999999999,0.11660000000000001,0,0.0,11.0,5.333333333333333,6.541666666666667,9.0,17.0,15.333333333333334,29.291666666666668,9.0,28.0,20.666666666666668,35.833333333333336
48,2011-01-03,1,0,1,0,0,1,1,1,0.22,0.44,0.3582,0,5,5,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Night,0.0968,0.12320000000000002,0,0.0,15.0,3.6666666666666665,6.083333333333333,8.0,24.0,12.333333333333334,28.916666666666668,8.0,39.0,16.0,35.0
49,2011-01-03,1,0,1,1,0,1,1,1,0.2,0.44,0.4179,0,2,2,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Night,0.08800000000000001,0.11200000000000002,0,0.0,4.0,0.0,5.458333333333333,5.0,13.0,7.333333333333333,28.125,5.0,17.0,7.333333333333333,33.583333333333336
50,2011-01-03,1,0,1,4,0,1,1,1,0.16,0.47,0.3881,0,1,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Night,0.0752,0.0848,0,0.0,1.0,0.0,5.291666666666667,2.0,16.0,5.0,27.666666666666668,2.0,17.0,5.0,32.958333333333336
51,2011-01-03,1,0,1,5,0,1,1,1,0.16,0.47,0.2836,0,3,3,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Night,0.0752,0.0848,0,0.0,1.0,0.0,5.25,1.0,8.0,2.6666666666666665,27.041666666666668,1.0,9.0,2.6666666666666665,32.291666666666664
52,2011-01-03,1,0,1,6,0,1,1,1,0.14,0.5,0.3881,0,30,30,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Morning,0.07,0.07,0,0.0,2.0,0.0,5.208333333333333,3.0,4.0,2.0,26.833333333333332,3.0,6.0,2.0,32.041666666666664
53,2011-01-03,1,0,1,7,0,1,1,1,0.14,0.5,0.194,1,63,64,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,1,0,0,Morning,0.07,0.07,0,0.0,2.0,0.0,5.125,30.0,1.0,11.333333333333334,27.916666666666668,30.0,3.0,11.333333333333334,33.041666666666664
54,2011-01-03,1,0,1,8,0,1,1,1,0.14,0.5,0.2836,1,153,154,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,1,0,0,Morning,0.07,0.07,0,1.0,0.0,0.3333333333333333,5.083333333333333,63.0,2.0,32.0,30.5,64.0,2.0,32.333333333333336,35.583333333333336
55,2011-01-03,1,0,1,9,0,1,1,1,0.16,0.43,0.3881,7,81,88,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,1,0,0,Morning,0.0688,0.09120000000000002,0,1.0,0.0,0.6666666666666666,5.125,153.0,1.0,82.0,36.791666666666664,154.0,1.0,82.66666666666667,41.916666666666664
56,2011-01-03,1,0,1,10,0,1,1,1,0.18,0.43,0.2537,11,33,44,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Morning,0.0774,0.10260000000000001,0,7.0,0.0,3.0,5.416666666666667,81.0,8.0,99.0,40.125,88.0,8.0,102.0,45.541666666666664
57,2011-01-03,1,0,1,11,0,1,1,1,0.2,0.4,0.3284,10,41,51,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Morning,0.08000000000000002,0.12,0,11.0,1.0,6.333333333333333,5.875,33.0,19.0,89.0,41.166666666666664,44.0,20.0,95.33333333333333,47.041666666666664
58,2011-01-03,1,0,1,12,0,1,1,1,0.22,0.35,0.2985,13,48,61,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,1,0,0,0,Afternoon,0.077,0.14300000000000002,0,10.0,7.0,9.333333333333334,6.25,41.0,46.0,51.666666666666664,42.083333333333336,51.0,53.0,61.0,48.333333333333336
59,2011-01-03,1,0,1,13,0,1,1,1,0.24,0.35,0.2836,8,53,61,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,1,0,0,0,Afternoon,0.08399999999999999,0.156,0,13.0,16.0,11.333333333333334,6.5,48.0,54.0,40.666666666666664,42.166666666666664,61.0,70.0,52.0,48.666666666666664
60,2011-01-03,1,0,1,14,0,1,1,1,0.26,0.3,0.2836,11,66,77,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,1,0,0,0,Afternoon,0.078,0.182,0,8.0,20.0,10.333333333333334,6.166666666666667,53.0,73.0,47.333333333333336,42.125,61.0,93.0,57.666666666666664,48.291666666666664
61,2011-01-03,1,0,1,15,0,1,1,1,0.26,0.3,0.2537,14,58,72,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Afternoon,0.078,0.182,0,11.0,11.0,10.666666666666666,5.791666666666667,66.0,64.0,55.666666666666664,41.833333333333336,77.0,75.0,66.33333333333333,47.625
62,2011-01-03,1,0,1,16,0,1,1,1,0.26,0.3,0.2537,9,67,76,0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Afternoon,0.078,0.182,0,14.0,4.0,11.0,5.916666666666667,58.0,55.0,59.0,41.583333333333336,72.0,59.0,70.0,47.5
63,2011-01-03,1,0,1,17,0,1,1,1,0.24,0.3,0.2239,11,146,157,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,Evening,0.072,0.16799999999999998,0,9.0,19.0,11.333333333333334,6.125,67.0,55.0,63.666666666666664,42.083333333333336,76.0,74.0,75.0,48.208333333333336
64,2011-01-03,1,0,1,18,0,1,1,1,0.24,0.32,0.1045,9,148,157,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,Evening,0.0768,0.16319999999999998,0,11.0,9.0,11.333333333333334,5.791666666666667,146.0,67.0,90.33333333333333,45.875,157.0,76.0,101.66666666666667,51.666666666666664
65,2011-01-03,1,0,1,19,0,1,1,1,0.2,0.47,0.0,8,102,110,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,Evening,0.094,0.10600000000000001,0,9.0,7.0,9.666666666666666,5.791666666666667,148.0,58.0,120.33333333333333,49.25,157.0,65.0,130.0,55.041666666666664
66,2011-01-03,1,0,1,20,0,1,1,1,0.2,0.47,0.1045,3,49,52,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Evening,0.094,0.10600000000000001,0,8.0,10.0,9.333333333333334,5.833333333333333,102.0,43.0,132.0,51.083333333333336,110.0,53.0,141.33333333333334,56.916666666666664
67,2011-01-03,1,0,1,21,0,1,1,1,0.18,0.64,0.1343,3,49,52,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Evening,0.1152,0.0648,0,3.0,1.0,6.666666666666667,5.541666666666667,49.0,29.0,99.66666666666667,51.333333333333336,52.0,30.0,106.33333333333333,56.875
68,2011-01-03,1,0,1,22,0,1,1,1,0.14,0.69,0.1343,0,20,20,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Late Night,0.0966,0.043400000000000015,0,3.0,5.0,4.666666666666667,5.625,49.0,17.0,66.66666666666667,52.166666666666664,52.0,22.0,71.33333333333333,57.791666666666664
69,2011-01-03,1,0,1,23,0,1,1,1,0.18,0.55,0.1045,1,11,12,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,Late Night,0.099,0.08099999999999999,0,0.0,11.0,2.0,5.416666666666667,20.0,20.0,39.333333333333336,52.291666666666664,20.0,31.0,41.333333333333336,57.708333333333336
70,2011-01-04,1,0,1,0,0,2,1,1,0.16,0.55,0.1045,0,5,5,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,Night,0.08800000000000001,0.072,0,1.0,0.0,1.3333333333333333,5.0,11.0,9.0,26.666666666666668,51.916666666666664,12.0,9.0,28.0,56.916666666666664
