season,yr,mnth,hr,holiday,weekday,workingday,weathersit,time_period,temp,hum,hr_sin,hr_cos,evening_rush,midday_rest,workingday_morning_rush,workingday_evening_rush,temp_hum_interaction,comfort,casual_lag1,casual_lag24,casual_roll3,casual_roll24,registered_lag1,registered_lag24,registered_roll3,registered_roll24,cnt_lag1,cnt_lag24,cnt_roll3,cnt_roll24
1,0,1,10,0,6,0,1,Morning,0.38,0.76,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.2888,0.0912,8.0,0.0,3.333333333333333,3.1,6.0,0.0,5.0,9.9,14.0,0.0,8.333333333333334,13.0
1,0,1,11,0,6,0,1,Morning,0.36,0.81,0.258819045102521,-0.9659258262890682,0,0,0,0,0.2916,0.0683999999999999,12.0,0.0,7.0,3.909090909090909,24.0,0.0,12.333333333333334,11.181818181818182,36.0,0.0,19.33333333333333,15.090909090909092
1,0,1,12,0,6,0,1,Afternoon,0.42,0.77,1.2246467991473532e-16,-1.0,0,1,0,0,0.3234,0.0965999999999999,26.0,0.0,15.333333333333334,5.75,30.0,0.0,20.0,12.75,56.0,0.0,35.333333333333336,18.5
1,0,1,13,0,6,0,2,Afternoon,0.46,0.72,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.3312,0.1288,29.0,0.0,22.33333333333333,7.538461538461538,55.0,0.0,36.333333333333336,16.0,84.0,0.0,58.66666666666666,23.53846153846154
1,0,1,14,0,6,0,2,Afternoon,0.46,0.72,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.3312,0.1288,47.0,0.0,34.0,10.357142857142858,47.0,0.0,44.0,18.214285714285715,94.0,0.0,78.0,28.571428571428573
1,0,1,15,0,6,0,2,Afternoon,0.44,0.77,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.3388,0.1012,35.0,0.0,37.0,12.0,71.0,0.0,57.66666666666666,21.73333333333333,106.0,0.0,94.66666666666669,33.733333333333334
1,0,1,16,0,6,0,2,Afternoon,0.42,0.82,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.3444,0.0756,40.0,0.0,40.66666666666666,13.75,70.0,0.0,62.66666666666666,24.75,110.0,0.0,103.33333333333331,38.5
1,0,1,17,0,6,0,2,Evening,0.44,0.82,-0.9659258262890684,-0.2588190451025206,1,0,0,0,0.3607999999999999,0.0792,41.0,0.0,38.66666666666666,15.352941176470589,52.0,0.0,64.33333333333333,26.352941176470587,93.0,0.0,103.0,41.70588235294117
1,0,1,18,0,6,0,3,Evening,0.42,0.88,-1.0,-1.8369701987210294e-16,1,0,0,0,0.3696,0.0503999999999999,15.0,0.0,32.0,15.333333333333334,52.0,0.0,58.0,27.77777777777778,67.0,0.0,90.0,43.11111111111112
1,0,1,19,0,6,0,3,Evening,0.42,0.88,-0.9659258262890684,0.2588190451025203,1,0,0,0,0.3696,0.0503999999999999,9.0,0.0,21.666666666666668,15.0,26.0,0.0,43.333333333333336,27.68421052631579,35.0,0.0,65.0,42.68421052631579
1,0,1,20,0,6,0,2,Evening,0.4,0.87,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.348,0.052,6.0,0.0,10.0,14.55,31.0,0.0,36.333333333333336,27.85,37.0,0.0,46.333333333333336,42.4
1,0,1,21,0,6,0,2,Evening,0.4,0.87,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.348,0.052,11.0,0.0,8.666666666666666,14.38095238095238,25.0,0.0,27.33333333333333,27.714285714285715,36.0,0.0,36.0,42.095238095238095
1,0,1,22,0,6,0,2,Late Night,0.4,0.94,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.376,0.024,3.0,0.0,6.666666666666667,13.863636363636363,31.0,0.0,29.0,27.863636363636363,34.0,0.0,35.666666666666664,41.72727272727273
1,0,1,23,0,6,0,2,Late Night,0.46,0.88,-0.2588190451025215,0.965925826289068,0,0,0,0,0.4048,0.0552,11.0,0.0,8.333333333333334,13.73913043478261,17.0,0.0,24.33333333333333,27.39130434782609,28.0,0.0,32.666666666666664,41.130434782608695
1,0,1,0,0,0,0,2,Night,0.46,0.88,0.0,1.0,0,0,0,0,0.4048,0.0552,15.0,3.0,9.666666666666666,13.791666666666666,24.0,13.0,24.0,27.25,39.0,16.0,33.666666666666664,41.04166666666666
1,0,1,1,0,0,0,2,Night,0.44,0.94,0.2588190451025207,0.9659258262890684,0,0,0,0,0.4135999999999999,0.0264,4.0,8.0,10.0,13.833333333333334,13.0,32.0,18.0,27.25,17.0,40.0,28.0,41.083333333333336
1,0,1,2,0,0,0,2,Night,0.42,1.0,0.4999999999999999,0.8660254037844387,0,0,0,0,0.42,0.0,1.0,5.0,6.666666666666667,13.541666666666666,16.0,27.0,17.666666666666668,26.58333333333333,17.0,32.0,24.33333333333333,40.125
1,0,1,3,0,0,0,2,Night,0.46,0.94,0.7071067811865475,0.7071067811865476,0,0,0,0,0.4324,0.0276,1.0,3.0,2.0,13.375,8.0,10.0,12.333333333333334,25.791666666666668,9.0,13.0,14.333333333333334,39.16666666666666
1,0,1,4,0,0,0,2,Night,0.46,0.94,0.8660254037844386,0.5000000000000001,0,0,0,0,0.4324,0.0276,2.0,0.0,1.3333333333333333,13.333333333333334,4.0,1.0,9.333333333333334,25.541666666666668,6.0,1.0,10.666666666666666,38.875
1,0,1,6,0,0,0,3,Morning,0.42,0.77,1.0,6.123233995736766e-17,0,0,0,0,0.3234,0.0965999999999999,2.0,0.0,1.6666666666666667,13.416666666666666,1.0,1.0,4.333333333333333,25.541666666666668,3.0,1.0,6.0,38.958333333333336
1,0,1,7,0,0,0,2,Morning,0.4,0.76,0.9659258262890684,-0.2588190451025206,0,0,0,0,0.304,0.096,0.0,2.0,1.3333333333333333,13.416666666666666,2.0,0.0,2.333333333333333,25.58333333333333,2.0,2.0,3.6666666666666665,39.0
1,0,1,8,0,0,0,3,Morning,0.4,0.71,0.8660254037844387,-0.4999999999999998,0,0,0,0,0.284,0.116,0.0,1.0,0.6666666666666666,13.333333333333334,1.0,2.0,1.3333333333333333,25.625,1.0,3.0,2.0,38.958333333333336
1,0,1,9,0,0,0,2,Morning,0.38,0.76,0.7071067811865476,-0.7071067811865475,0,0,0,0,0.2888,0.0912,0.0,1.0,0.0,13.291666666666666,8.0,7.0,3.6666666666666665,25.875,8.0,8.0,3.6666666666666665,39.16666666666666
1,0,1,10,0,0,0,2,Morning,0.36,0.81,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.2916,0.0683999999999999,1.0,8.0,0.3333333333333333,13.291666666666666,19.0,6.0,9.333333333333334,26.375,20.0,14.0,9.666666666666666,39.66666666666666
1,0,1,11,0,0,0,2,Morning,0.36,0.71,0.258819045102521,-0.9659258262890682,0,0,0,0,0.2556,0.1044,7.0,12.0,2.6666666666666665,13.25,46.0,24.0,24.33333333333333,28.041666666666668,53.0,36.0,27.0,41.29166666666666
1,0,1,12,0,0,0,2,Afternoon,0.36,0.66,1.2246467991473532e-16,-1.0,0,1,0,0,0.2376,0.1223999999999999,16.0,26.0,8.0,13.416666666666666,54.0,30.0,39.66666666666666,29.291666666666668,70.0,56.0,47.66666666666666,42.708333333333336
1,0,1,13,0,0,0,2,Afternoon,0.36,0.66,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.2376,0.1223999999999999,20.0,29.0,14.333333333333334,13.166666666666666,73.0,55.0,57.66666666666666,31.08333333333333,93.0,84.0,72.0,44.25
1,0,1,14,0,0,0,3,Afternoon,0.36,0.76,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.2736,0.0863999999999999,11.0,47.0,15.666666666666666,12.416666666666666,64.0,47.0,63.66666666666666,31.45833333333333,75.0,94.0,79.33333333333333,43.875
1,0,1,15,0,0,0,3,Afternoon,0.34,0.81,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.2754,0.0645999999999999,4.0,35.0,11.666666666666666,10.625,55.0,71.0,64.0,31.791666666666668,59.0,106.0,75.66666666666667,42.41666666666666
1,0,1,16,0,0,0,3,Afternoon,0.34,0.71,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.2414,0.0986,19.0,40.0,11.333333333333334,9.958333333333334,55.0,70.0,58.0,31.125,74.0,110.0,69.33333333333333,41.083333333333336
1,0,1,17,0,0,0,1,Evening,0.34,0.57,-0.9659258262890684,-0.2588190451025206,1,0,0,0,0.1938,0.1462,9.0,41.0,10.666666666666666,8.666666666666666,67.0,52.0,59.0,31.0,76.0,93.0,69.66666666666667,39.66666666666666
1,0,1,18,0,0,0,2,Evening,0.36,0.46,-1.0,-1.8369701987210294e-16,1,0,0,0,0.1656,0.1944,7.0,15.0,11.666666666666666,7.25,58.0,52.0,60.0,31.25,65.0,67.0,71.66666666666667,38.5
1,0,1,19,0,0,0,1,Evening,0.32,0.42,-0.9659258262890684,0.2588190451025203,1,0,0,0,0.1344,0.1856,10.0,9.0,8.666666666666666,7.041666666666667,43.0,26.0,56.0,30.875,53.0,35.0,64.66666666666667,37.91666666666666
1,0,1,20,0,0,0,1,Evening,0.3,0.39,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.1169999999999999,0.183,1.0,6.0,6.0,6.708333333333333,29.0,31.0,43.333333333333336,31.0,30.0,37.0,49.333333333333336,37.708333333333336
1,0,1,21,0,0,0,1,Evening,0.26,0.44,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.1144,0.1456,5.0,11.0,5.333333333333333,6.666666666666667,17.0,25.0,29.666666666666668,30.416666666666668,22.0,36.0,35.0,37.083333333333336
1,0,1,22,0,0,0,1,Late Night,0.24,0.44,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.1056,0.1344,11.0,3.0,5.666666666666667,6.666666666666667,20.0,31.0,22.0,30.20833333333333,31.0,34.0,27.666666666666668,36.875
1,0,1,23,0,0,0,1,Late Night,0.22,0.47,-0.2588190451025215,0.965925826289068,0,0,0,0,0.1033999999999999,0.1166,0.0,11.0,5.333333333333333,6.541666666666667,9.0,17.0,15.333333333333334,29.291666666666668,9.0,28.0,20.666666666666668,35.833333333333336
1,0,1,0,0,1,1,1,Night,0.22,0.44,0.0,1.0,0,0,0,0,0.0968,0.1232,0.0,15.0,3.6666666666666665,6.083333333333333,8.0,24.0,12.333333333333334,28.916666666666668,8.0,39.0,16.0,35.0
1,0,1,1,0,1,1,1,Night,0.2,0.44,0.2588190451025207,0.9659258262890684,0,0,0,0,0.088,0.112,0.0,4.0,0.0,5.458333333333333,5.0,13.0,7.333333333333333,28.125,5.0,17.0,7.333333333333333,33.583333333333336
1,0,1,4,0,1,1,1,Night,0.16,0.47,0.8660254037844386,0.5000000000000001,0,0,0,0,0.0752,0.0848,0.0,1.0,0.0,5.291666666666667,2.0,16.0,5.0,27.666666666666668,2.0,17.0,5.0,32.958333333333336
1,0,1,5,0,1,1,1,Night,0.16,0.47,0.9659258262890684,0.2588190451025207,0,0,0,0,0.0752,0.0848,0.0,1.0,0.0,5.25,1.0,8.0,2.6666666666666665,27.041666666666668,1.0,9.0,2.6666666666666665,32.291666666666664
1,0,1,6,0,1,1,1,Morning,0.14,0.5,1.0,6.123233995736766e-17,0,0,0,0,0.07,0.07,0.0,2.0,0.0,5.208333333333333,3.0,4.0,2.0,26.83333333333333,3.0,6.0,2.0,32.041666666666664
1,0,1,7,0,1,1,1,Morning,0.14,0.5,0.9659258262890684,-0.2588190451025206,0,0,1,0,0.07,0.07,0.0,2.0,0.0,5.125,30.0,1.0,11.333333333333334,27.916666666666668,30.0,3.0,11.333333333333334,33.041666666666664
1,0,1,8,0,1,1,1,Morning,0.14,0.5,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.07,0.07,1.0,0.0,0.3333333333333333,5.083333333333333,63.0,2.0,32.0,30.5,64.0,2.0,32.333333333333336,35.583333333333336
1,0,1,9,0,1,1,1,Morning,0.16,0.43,0.7071067811865476,-0.7071067811865475,0,0,1,0,0.0688,0.0912,1.0,0.0,0.6666666666666666,5.125,153.0,1.0,82.0,36.79166666666666,154.0,1.0,82.66666666666667,41.91666666666666
1,0,1,10,0,1,1,1,Morning,0.18,0.43,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.0774,0.1026,7.0,0.0,3.0,5.416666666666667,81.0,8.0,99.0,40.125,88.0,8.0,102.0,45.54166666666666
1,0,1,11,0,1,1,1,Morning,0.2,0.4,0.258819045102521,-0.9659258262890682,0,0,0,0,0.08,0.12,11.0,1.0,6.333333333333333,5.875,33.0,19.0,89.0,41.16666666666666,44.0,20.0,95.33333333333331,47.04166666666666
1,0,1,12,0,1,1,1,Afternoon,0.22,0.35,1.2246467991473532e-16,-1.0,0,1,0,0,0.077,0.143,10.0,7.0,9.333333333333334,6.25,41.0,46.0,51.66666666666666,42.083333333333336,51.0,53.0,61.0,48.333333333333336
1,0,1,13,0,1,1,1,Afternoon,0.24,0.35,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.0839999999999999,0.156,13.0,16.0,11.333333333333334,6.5,48.0,54.0,40.66666666666666,42.16666666666666,61.0,70.0,52.0,48.66666666666666
1,0,1,14,0,1,1,1,Afternoon,0.26,0.3,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.078,0.182,8.0,20.0,10.333333333333334,6.166666666666667,53.0,73.0,47.333333333333336,42.125,61.0,93.0,57.66666666666666,48.29166666666666
1,0,1,15,0,1,1,1,Afternoon,0.26,0.3,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.078,0.182,11.0,11.0,10.666666666666666,5.791666666666667,66.0,64.0,55.66666666666666,41.833333333333336,77.0,75.0,66.33333333333333,47.625
1,0,1,16,0,1,1,1,Afternoon,0.26,0.3,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.078,0.182,14.0,4.0,11.0,5.916666666666667,58.0,55.0,59.0,41.583333333333336,72.0,59.0,70.0,47.5
1,0,1,17,0,1,1,1,Evening,0.24,0.3,-0.9659258262890684,-0.2588190451025206,1,0,0,1,0.072,0.1679999999999999,9.0,19.0,11.333333333333334,6.125,67.0,55.0,63.66666666666666,42.083333333333336,76.0,74.0,75.0,48.208333333333336
1,0,1,18,0,1,1,1,Evening,0.24,0.32,-1.0,-1.8369701987210294e-16,1,0,0,1,0.0768,0.1631999999999999,11.0,9.0,11.333333333333334,5.791666666666667,146.0,67.0,90.33333333333331,45.875,157.0,76.0,101.66666666666669,51.66666666666666
1,0,1,19,0,1,1,1,Evening,0.2,0.47,-0.9659258262890684,0.2588190451025203,1,0,0,1,0.094,0.106,9.0,7.0,9.666666666666666,5.791666666666667,148.0,58.0,120.33333333333331,49.25,157.0,65.0,130.0,55.04166666666666
1,0,1,20,0,1,1,1,Evening,0.2,0.47,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.094,0.106,8.0,10.0,9.333333333333334,5.833333333333333,102.0,43.0,132.0,51.083333333333336,110.0,53.0,141.33333333333334,56.91666666666666
1,0,1,21,0,1,1,1,Evening,0.18,0.64,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.1152,0.0648,3.0,1.0,6.666666666666667,5.541666666666667,49.0,29.0,99.66666666666669,51.333333333333336,52.0,30.0,106.33333333333331,56.875
1,0,1,22,0,1,1,1,Late Night,0.14,0.69,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.0966,0.0434,3.0,5.0,4.666666666666667,5.625,49.0,17.0,66.66666666666667,52.16666666666666,52.0,22.0,71.33333333333333,57.79166666666666
1,0,1,23,0,1,1,1,Late Night,0.18,0.55,-0.2588190451025215,0.965925826289068,0,0,0,0,0.099,0.0809999999999999,0.0,11.0,2.0,5.416666666666667,20.0,20.0,39.333333333333336,52.29166666666666,20.0,31.0,41.333333333333336,57.708333333333336
1,0,1,0,0,2,1,1,Night,0.16,0.55,0.0,1.0,0,0,0,0,0.088,0.072,1.0,0.0,1.3333333333333333,5.0,11.0,9.0,26.666666666666668,51.91666666666666,12.0,9.0,28.0,56.91666666666666
1,0,1,1,0,2,1,1,Night,0.16,0.59,0.2588190451025207,0.9659258262890684,0,0,0,0,0.0944,0.0656,0.0,0.0,0.3333333333333333,5.0,5.0,8.0,12.0,51.75,5.0,8.0,12.333333333333334,56.75
1,0,1,2,0,2,1,1,Night,0.14,0.63,0.4999999999999999,0.8660254037844387,0,0,0,0,0.0882,0.0518,0.0,0.0,0.3333333333333333,5.0,2.0,5.0,6.0,51.5,2.0,5.0,6.333333333333333,56.5
1,0,1,4,0,2,1,1,Night,0.14,0.63,0.8660254037844386,0.5000000000000001,0,0,0,0,0.0882,0.0518,0.0,0.0,0.0,5.0,1.0,2.0,2.6666666666666665,51.333333333333336,1.0,2.0,2.6666666666666665,56.333333333333336
1,0,1,5,0,2,1,1,Night,0.12,0.68,0.9659258262890684,0.2588190451025207,0,0,0,0,0.0816,0.0383999999999999,0.0,0.0,0.0,5.0,2.0,1.0,1.6666666666666667,51.333333333333336,2.0,1.0,1.6666666666666667,56.333333333333336
1,0,1,6,0,2,1,1,Morning,0.12,0.74,1.0,6.123233995736766e-17,0,0,0,0,0.0887999999999999,0.0312,0.0,0.0,0.0,5.0,4.0,3.0,2.333333333333333,51.458333333333336,4.0,3.0,2.333333333333333,56.458333333333336
1,0,1,7,0,2,1,1,Morning,0.12,0.74,0.9659258262890684,-0.2588190451025206,0,0,1,0,0.0887999999999999,0.0312,0.0,0.0,0.0,5.0,36.0,30.0,14.0,52.833333333333336,36.0,30.0,14.0,57.833333333333336
1,0,1,8,0,2,1,1,Morning,0.14,0.69,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.0966,0.0434,2.0,1.0,0.6666666666666666,5.083333333333333,92.0,63.0,44.0,55.41666666666666,94.0,64.0,44.66666666666666,60.5
1,0,1,9,0,2,1,1,Morning,0.16,0.64,0.7071067811865476,-0.7071067811865475,0,0,1,0,0.1024,0.0576,2.0,1.0,1.3333333333333333,5.125,177.0,153.0,101.66666666666669,60.16666666666666,179.0,154.0,103.0,65.29166666666667
1,0,1,10,0,2,1,2,Morning,0.16,0.69,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.1104,0.0496,2.0,7.0,2.0,5.166666666666667,98.0,81.0,122.33333333333331,57.875,100.0,88.0,124.33333333333331,63.04166666666666
1,0,1,11,0,2,1,1,Morning,0.22,0.51,0.258819045102521,-0.9659258262890682,0,0,0,0,0.1122,0.1077999999999999,5.0,11.0,3.0,5.083333333333333,37.0,33.0,104.0,56.04166666666666,42.0,44.0,107.0,61.125
1,0,1,12,0,2,1,1,Afternoon,0.22,0.51,1.2246467991473532e-16,-1.0,0,1,0,0,0.1122,0.1077999999999999,7.0,10.0,4.666666666666667,4.916666666666667,50.0,41.0,61.66666666666666,56.75,57.0,51.0,66.33333333333333,61.66666666666666
1,0,1,13,0,2,1,1,Afternoon,0.24,0.56,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.1344,0.1055999999999999,12.0,13.0,8.0,5.0,66.0,48.0,51.0,57.79166666666666,78.0,61.0,59.0,62.79166666666666
1,0,1,14,0,2,1,1,Afternoon,0.26,0.52,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.1352,0.1248,18.0,8.0,12.333333333333334,5.208333333333333,79.0,53.0,65.0,59.083333333333336,97.0,61.0,77.33333333333333,64.29166666666667
1,0,1,15,0,2,1,1,Afternoon,0.28,0.52,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0.1456,0.1344,9.0,11.0,13.0,5.25,54.0,66.0,66.33333333333333,59.125,63.0,77.0,79.33333333333333,64.375
1,0,1,16,0,2,1,1,Afternoon,0.3,0.49,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0.147,0.153,17.0,14.0,14.666666666666666,5.5,48.0,58.0,60.333333333333336,58.375,65.0,72.0,75.0,63.875
1,0,1,17,0,2,1,1,Evening,0.28,0.48,-0.9659258262890684,-0.2588190451025206,1,0,0,1,0.1344,0.1456,15.0,9.0,13.666666666666666,5.541666666666667,68.0,67.0,56.66666666666666,58.79166666666666,83.0,76.0,70.33333333333333,64.33333333333333
1,0,1,18,0,2,1,1,Evening,0.26,0.48,-1.0,-1.8369701987210294e-16,1,0,0,1,0.1248,0.1352,10.0,11.0,14.0,5.583333333333333,202.0,146.0,106.0,64.41666666666667,212.0,157.0,120.0,70.0
1,0,1,19,0,2,1,1,Evening,0.24,0.48,-0.9659258262890684,0.2588190451025203,1,0,0,1,0.1152,0.1248,3.0,9.0,9.333333333333334,5.25,179.0,148.0,149.66666666666666,65.79166666666667,182.0,157.0,159.0,71.04166666666667
1,0,1,20,0,2,1,1,Evening,0.24,0.48,-0.8660254037844386,0.5000000000000001,0,0,0,0,0.1152,0.1248,2.0,8.0,5.0,4.958333333333333,110.0,102.0,163.66666666666666,64.20833333333333,112.0,110.0,168.66666666666666,69.16666666666667
1,0,1,21,0,2,1,1,Evening,0.22,0.64,-0.7071067811865477,0.7071067811865474,0,0,0,0,0.1408,0.0791999999999999,1.0,3.0,2.0,4.666666666666667,53.0,49.0,114.0,62.16666666666666,54.0,52.0,116.0,66.83333333333333
1,0,1,22,0,2,1,1,Late Night,0.22,0.64,-0.5000000000000004,0.8660254037844384,0,0,0,0,0.1408,0.0791999999999999,0.0,3.0,1.0,4.541666666666667,48.0,49.0,70.33333333333333,62.125,48.0,52.0,71.33333333333333,66.66666666666667
1,0,1,23,0,2,1,1,Late Night,0.2,0.69,-0.2588190451025215,0.965925826289068,0,0,0,0,0.1379999999999999,0.062,1.0,0.0,0.6666666666666666,4.458333333333333,34.0,20.0,45.0,61.5,35.0,20.0,45.66666666666666,65.95833333333333
1,0,1,0,0,3,1,1,Night,0.2,0.64,0.0,1.0,0,0,0,0,0.128,0.072,2.0,1.0,1.0,4.541666666666667,9.0,11.0,30.33333333333333,61.04166666666666,11.0,12.0,31.33333333333333,65.58333333333333
1,0,1,1,0,3,1,1,Night,0.16,0.74,0.2588190451025207,0.9659258262890684,0,0,0,0,0.1184,0.0416,0.0,0.0,1.0,4.5,6.0,5.0,16.333333333333332,60.833333333333336,6.0,5.0,17.333333333333332,65.33333333333333
1,0,1,2,0,3,1,1,Night,0.16,0.74,0.4999999999999999,0.8660254037844387,0,0,0,0,0.1184,0.0416,0.0,0.0,0.6666666666666666,4.5,6.0,2.0,7.0,60.875,6.0,2.0,7.666666666666667,65.375
1,0,1,4,0,3,1,1,Night,0.24,0.48,0.8660254037844386,0.5000000000000001,0,0,0,0,0.1152,0.1248,0.0,0.0,0.0,4.5,2.0,1.0,4.666666666666667,60.875,2.0,1.0,4.666666666666667,65.375
1,0,1,5,0,3,1,1,Night,0.22,0.47,0.9659258262890684,0.2588190451025207,0,0,0,0,0.1033999999999999,0.1166,0.0,0.0,0.0,4.5,2.0,2.0,3.333333333333333,60.91666666666666,2.0,2.0,3.333333333333333,65.41666666666667
1,0,1,6,0,3,1,1,Morning,0.2,0.47,1.0,6.123233995736766e-17,0,0,0,0,0.094,0.106,0.0,0.0,0.0,4.5,3.0,4.0,2.333333333333333,60.958333333333336,3.0,4.0,2.333333333333333,65.45833333333333
1,0,1,7,0,3,1,1,Morning,0.18,0.43,0.9659258262890684,-0.2588190451025206,0,0,1,0,0.0774,0.1026,0.0,0.0,0.0,4.5,33.0,36.0,12.666666666666666,62.16666666666666,33.0,36.0,12.666666666666666,66.66666666666667
1,0,1,8,0,3,1,1,Morning,0.2,0.4,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.08,0.12,1.0,2.0,0.3333333333333333,4.541666666666667,87.0,92.0,41.0,64.29166666666667,88.0,94.0,41.333333333333336,68.83333333333333
1,0,1,9,0,3,1,1,Morning,0.22,0.37,0.7071067811865476,-0.7071067811865475,0,0,1,0,0.0814,0.1386,3.0,2.0,1.3333333333333333,4.583333333333333,192.0,177.0,104.0,68.45833333333333,195.0,179.0,105.33333333333331,73.04166666666667
1,0,1,10,0,3,1,1,Morning,0.22,0.37,0.4999999999999999,-0.8660254037844387,0,0,0,0,0.0814,0.1386,6.0,2.0,3.333333333333333,4.75,109.0,98.0,129.33333333333334,65.625,115.0,100.0,132.66666666666666,70.375
1,0,1,11,0,3,1,1,Morning,0.26,0.33,0.258819045102521,-0.9659258262890682,0,0,0,0,0.0858,0.1742,4.0,5.0,4.333333333333333,4.833333333333333,53.0,37.0,118.0,63.75,57.0,42.0,122.33333333333331,68.58333333333333
1,0,1,12,0,3,1,1,Afternoon,0.26,0.33,1.2246467991473532e-16,-1.0,0,1,0,0,0.0858,0.1742,12.0,7.0,7.333333333333333,5.125,34.0,50.0,65.33333333333333,63.625,46.0,57.0,72.66666666666667,68.75
1,0,1,13,0,3,1,1,Afternoon,0.28,0.3,-0.2588190451025208,-0.9659258262890684,0,1,0,0,0.084,0.196,5.0,12.0,7.0,5.041666666666667,74.0,66.0,53.66666666666666,64.625,79.0,78.0,60.66666666666666,69.66666666666667
1,0,1,14,0,3,1,1,Afternoon,0.3,0.28,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.084,0.216,6.0,18.0,7.666666666666667,4.791666666666667,65.0,79.0,57.66666666666666,64.58333333333333,71.0,97.0,65.33333333333333,69.375
