casual_lag1,casual_lag24,casual_roll24,casual_roll3,cnt_lag1,cnt_lag24,cnt_roll24,cnt_roll3,comfort,evening_rush,holiday,hr,hr_cos,hr_sin,hum,is_weekend,midday_rest,mnth,mnth_cos,registered_lag1,registered_lag24,registered_roll24,registered_roll3,season,temp,temp_hum_interaction,time_period,weathersit,weekday,weekday_sin,workingday,workingday_evening_rush,workingday_morning_rush,yr
8.0,0.0,3.1,3.333333333333333,14.0,0.0,13.0,8.333333333333334,0.0912,0,0,10,-0.8660254037844387,0.4999999999999999,0.76,1,0,1,0.8660254037844387,6.0,0.0,9.9,5.0,1,0.38,0.2888,Morning,1,6,-0.7818314824680299,0,0,0,0
12.0,0.0,3.909090909090909,7.0,36.0,0.0,15.090909090909092,19.33333333333333,0.0683999999999999,0,0,11,-0.9659258262890682,0.258819045102521,0.81,1,0,1,0.8660254037844387,24.0,0.0,11.181818181818182,12.333333333333334,1,0.36,0.2916,Morning,1,6,-0.7818314824680299,0,0,0,0
26.0,0.0,5.75,15.333333333333334,56.0,0.0,18.5,35.333333333333336,0.0965999999999999,0,0,12,-1.0,1.2246467991473532e-16,0.77,1,1,1,0.8660254037844387,30.0,0.0,12.75,20.0,1,0.42,0.3234,Afternoon,1,6,-0.7818314824680299,0,0,0,0
29.0,0.0,7.538461538461538,22.33333333333333,84.0,0.0,23.53846153846154,58.66666666666666,0.1288,0,0,13,-0.9659258262890684,-0.2588190451025208,0.72,1,1,1,0.8660254037844387,55.0,0.0,16.0,36.333333333333336,1,0.46,0.3312,Afternoon,2,6,-0.7818314824680299,0,0,0,0
47.0,0.0,10.357142857142858,34.0,94.0,0.0,28.571428571428573,78.0,0.1288,0,0,14,-0.8660254037844388,-0.4999999999999997,0.72,1,1,1,0.8660254037844387,47.0,0.0,18.214285714285715,44.0,1,0.46,0.3312,Afternoon,2,6,-0.7818314824680299,0,0,0,0
35.0,0.0,12.0,37.0,106.0,0.0,33.733333333333334,94.66666666666669,0.1012,0,0,15,-0.7071067811865479,-0.7071067811865471,0.77,1,0,1,0.8660254037844387,71.0,0.0,21.73333333333333,57.66666666666666,1,0.44,0.3388,Afternoon,2,6,-0.7818314824680299,0,0,0,0
40.0,0.0,13.75,40.66666666666666,110.0,0.0,38.5,103.33333333333331,0.0756,0,0,16,-0.5000000000000004,-0.8660254037844384,0.82,1,0,1,0.8660254037844387,70.0,0.0,24.75,62.66666666666666,1,0.42,0.3444,Afternoon,2,6,-0.7818314824680299,0,0,0,0
41.0,0.0,15.352941176470589,38.66666666666666,93.0,0.0,41.70588235294117,103.0,0.0792,1,0,17,-0.2588190451025206,-0.9659258262890684,0.82,1,0,1,0.8660254037844387,52.0,0.0,26.352941176470587,64.33333333333333,1,0.44,0.3607999999999999,Evening,2,6,-0.7818314824680299,0,0,0,0
15.0,0.0,15.333333333333334,32.0,67.0,0.0,43.11111111111112,90.0,0.0503999999999999,1,0,18,-1.8369701987210294e-16,-1.0,0.88,1,0,1,0.8660254037844387,52.0,0.0,27.77777777777778,58.0,1,0.42,0.3696,Evening,3,6,-0.7818314824680299,0,0,0,0
9.0,0.0,15.0,21.666666666666668,35.0,0.0,42.68421052631579,65.0,0.0503999999999999,1,0,19,0.2588190451025203,-0.9659258262890684,0.88,1,0,1,0.8660254037844387,26.0,0.0,27.68421052631579,43.333333333333336,1,0.42,0.3696,Evening,3,6,-0.7818314824680299,0,0,0,0
6.0,0.0,14.55,10.0,37.0,0.0,42.4,46.333333333333336,0.052,0,0,20,0.5000000000000001,-0.8660254037844386,0.87,1,0,1,0.8660254037844387,31.0,0.0,27.85,36.333333333333336,1,0.4,0.348,Evening,2,6,-0.7818314824680299,0,0,0,0
11.0,0.0,14.38095238095238,8.666666666666666,36.0,0.0,42.095238095238095,36.0,0.052,0,0,21,0.7071067811865474,-0.7071067811865477,0.87,1,0,1,0.8660254037844387,25.0,0.0,27.714285714285715,27.33333333333333,1,0.4,0.348,Evening,2,6,-0.7818314824680299,0,0,0,0
3.0,0.0,13.863636363636363,6.666666666666667,34.0,0.0,41.72727272727273,35.666666666666664,0.024,0,0,22,0.8660254037844384,-0.5000000000000004,0.94,1,0,1,0.8660254037844387,31.0,0.0,27.863636363636363,29.0,1,0.4,0.376,Late Night,2,6,-0.7818314824680299,0,0,0,0
11.0,0.0,13.73913043478261,8.333333333333334,28.0,0.0,41.130434782608695,32.666666666666664,0.0552,0,0,23,0.965925826289068,-0.2588190451025215,0.88,1,0,1,0.8660254037844387,17.0,0.0,27.39130434782609,24.33333333333333,1,0.46,0.4048,Late Night,2,6,-0.7818314824680299,0,0,0,0
15.0,3.0,13.791666666666666,9.666666666666666,39.0,16.0,41.04166666666666,33.666666666666664,0.0552,0,0,0,1.0,0.0,0.88,1,0,1,0.8660254037844387,24.0,13.0,27.25,24.0,1,0.46,0.4048,Night,2,0,0.0,0,0,0,0
4.0,8.0,13.833333333333334,10.0,17.0,40.0,41.083333333333336,28.0,0.0264,0,0,1,0.9659258262890684,0.2588190451025207,0.94,1,0,1,0.8660254037844387,13.0,32.0,27.25,18.0,1,0.44,0.4135999999999999,Night,2,0,0.0,0,0,0,0
1.0,5.0,13.541666666666666,6.666666666666667,17.0,32.0,40.125,24.33333333333333,0.0,0,0,2,0.8660254037844387,0.4999999999999999,1.0,1,0,1,0.8660254037844387,16.0,27.0,26.58333333333333,17.666666666666668,1,0.42,0.42,Night,2,0,0.0,0,0,0,0
1.0,3.0,13.375,2.0,9.0,13.0,39.16666666666666,14.333333333333334,0.0276,0,0,3,0.7071067811865476,0.7071067811865475,0.94,1,0,1,0.8660254037844387,8.0,10.0,25.791666666666668,12.333333333333334,1,0.46,0.4324,Night,2,0,0.0,0,0,0,0
2.0,0.0,13.333333333333334,1.3333333333333333,6.0,1.0,38.875,10.666666666666666,0.0276,0,0,4,0.5000000000000001,0.8660254037844386,0.94,1,0,1,0.8660254037844387,4.0,1.0,25.541666666666668,9.333333333333334,1,0.46,0.4324,Night,2,0,0.0,0,0,0,0
2.0,0.0,13.416666666666666,1.6666666666666667,3.0,1.0,38.958333333333336,6.0,0.0965999999999999,0,0,6,6.123233995736766e-17,1.0,0.77,1,0,1,0.8660254037844387,1.0,1.0,25.541666666666668,4.333333333333333,1,0.42,0.3234,Morning,3,0,0.0,0,0,0,0
0.0,2.0,13.416666666666666,1.3333333333333333,2.0,2.0,39.0,3.6666666666666665,0.096,0,0,7,-0.2588190451025206,0.9659258262890684,0.76,1,0,1,0.8660254037844387,2.0,0.0,25.58333333333333,2.333333333333333,1,0.4,0.304,Morning,2,0,0.0,0,0,0,0
0.0,1.0,13.333333333333334,0.6666666666666666,1.0,3.0,38.958333333333336,2.0,0.116,0,0,8,-0.4999999999999998,0.8660254037844387,0.71,1,0,1,0.8660254037844387,1.0,2.0,25.625,1.3333333333333333,1,0.4,0.284,Morning,3,0,0.0,0,0,0,0
0.0,1.0,13.291666666666666,0.0,8.0,8.0,39.16666666666666,3.6666666666666665,0.0912,0,0,9,-0.7071067811865475,0.7071067811865476,0.76,1,0,1,0.8660254037844387,8.0,7.0,25.875,3.6666666666666665,1,0.38,0.2888,Morning,2,0,0.0,0,0,0,0
1.0,8.0,13.291666666666666,0.3333333333333333,20.0,14.0,39.66666666666666,9.666666666666666,0.0683999999999999,0,0,10,-0.8660254037844387,0.4999999999999999,0.81,1,0,1,0.8660254037844387,19.0,6.0,26.375,9.333333333333334,1,0.36,0.2916,Morning,2,0,0.0,0,0,0,0
7.0,12.0,13.25,2.6666666666666665,53.0,36.0,41.29166666666666,27.0,0.1044,0,0,11,-0.9659258262890682,0.258819045102521,0.71,1,0,1,0.8660254037844387,46.0,24.0,28.041666666666668,24.33333333333333,1,0.36,0.2556,Morning,2,0,0.0,0,0,0,0
16.0,26.0,13.416666666666666,8.0,70.0,56.0,42.708333333333336,47.66666666666666,0.1223999999999999,0,0,12,-1.0,1.2246467991473532e-16,0.66,1,1,1,0.8660254037844387,54.0,30.0,29.291666666666668,39.66666666666666,1,0.36,0.2376,Afternoon,2,0,0.0,0,0,0,0
20.0,29.0,13.166666666666666,14.333333333333334,93.0,84.0,44.25,72.0,0.1223999999999999,0,0,13,-0.9659258262890684,-0.2588190451025208,0.66,1,1,1,0.8660254037844387,73.0,55.0,31.08333333333333,57.66666666666666,1,0.36,0.2376,Afternoon,2,0,0.0,0,0,0,0
11.0,47.0,12.416666666666666,15.666666666666666,75.0,94.0,43.875,79.33333333333333,0.0863999999999999,0,0,14,-0.8660254037844388,-0.4999999999999997,0.76,1,1,1,0.8660254037844387,64.0,47.0,31.45833333333333,63.66666666666666,1,0.36,0.2736,Afternoon,3,0,0.0,0,0,0,0
4.0,35.0,10.625,11.666666666666666,59.0,106.0,42.41666666666666,75.66666666666667,0.0645999999999999,0,0,15,-0.7071067811865479,-0.7071067811865471,0.81,1,0,1,0.8660254037844387,55.0,71.0,31.791666666666668,64.0,1,0.34,0.2754,Afternoon,3,0,0.0,0,0,0,0
19.0,40.0,9.958333333333334,11.333333333333334,74.0,110.0,41.083333333333336,69.33333333333333,0.0986,0,0,16,-0.5000000000000004,-0.8660254037844384,0.71,1,0,1,0.8660254037844387,55.0,70.0,31.125,58.0,1,0.34,0.2414,Afternoon,3,0,0.0,0,0,0,0
9.0,41.0,8.666666666666666,10.666666666666666,76.0,93.0,39.66666666666666,69.66666666666667,0.1462,1,0,17,-0.2588190451025206,-0.9659258262890684,0.57,1,0,1,0.8660254037844387,67.0,52.0,31.0,59.0,1,0.34,0.1938,Evening,1,0,0.0,0,0,0,0
7.0,15.0,7.25,11.666666666666666,65.0,67.0,38.5,71.66666666666667,0.1944,1,0,18,-1.8369701987210294e-16,-1.0,0.46,1,0,1,0.8660254037844387,58.0,52.0,31.25,60.0,1,0.36,0.1656,Evening,2,0,0.0,0,0,0,0
10.0,9.0,7.041666666666667,8.666666666666666,53.0,35.0,37.91666666666666,64.66666666666667,0.1856,1,0,19,0.2588190451025203,-0.9659258262890684,0.42,1,0,1,0.8660254037844387,43.0,26.0,30.875,56.0,1,0.32,0.1344,Evening,1,0,0.0,0,0,0,0
1.0,6.0,6.708333333333333,6.0,30.0,37.0,37.708333333333336,49.333333333333336,0.183,0,0,20,0.5000000000000001,-0.8660254037844386,0.39,1,0,1,0.8660254037844387,29.0,31.0,31.0,43.333333333333336,1,0.3,0.1169999999999999,Evening,1,0,0.0,0,0,0,0
5.0,11.0,6.666666666666667,5.333333333333333,22.0,36.0,37.083333333333336,35.0,0.1456,0,0,21,0.7071067811865474,-0.7071067811865477,0.44,1,0,1,0.8660254037844387,17.0,25.0,30.416666666666668,29.666666666666668,1,0.26,0.1144,Evening,1,0,0.0,0,0,0,0
11.0,3.0,6.666666666666667,5.666666666666667,31.0,34.0,36.875,27.666666666666668,0.1344,0,0,22,0.8660254037844384,-0.5000000000000004,0.44,1,0,1,0.8660254037844387,20.0,31.0,30.20833333333333,22.0,1,0.24,0.1056,Late Night,1,0,0.0,0,0,0,0
0.0,11.0,6.541666666666667,5.333333333333333,9.0,28.0,35.833333333333336,20.666666666666668,0.1166,0,0,23,0.965925826289068,-0.2588190451025215,0.47,1,0,1,0.8660254037844387,9.0,17.0,29.291666666666668,15.333333333333334,1,0.22,0.1033999999999999,Late Night,1,0,0.0,0,0,0,0
0.0,15.0,6.083333333333333,3.6666666666666665,8.0,39.0,35.0,16.0,0.1232,0,0,0,1.0,0.0,0.44,0,0,1,0.8660254037844387,8.0,24.0,28.916666666666668,12.333333333333334,1,0.22,0.0968,Night,1,1,0.7818314824680298,1,0,0,0
0.0,4.0,5.458333333333333,0.0,5.0,17.0,33.583333333333336,7.333333333333333,0.112,0,0,1,0.9659258262890684,0.2588190451025207,0.44,0,0,1,0.8660254037844387,5.0,13.0,28.125,7.333333333333333,1,0.2,0.088,Night,1,1,0.7818314824680298,1,0,0,0
0.0,1.0,5.291666666666667,0.0,2.0,17.0,32.958333333333336,5.0,0.0848,0,0,4,0.5000000000000001,0.8660254037844386,0.47,0,0,1,0.8660254037844387,2.0,16.0,27.666666666666668,5.0,1,0.16,0.0752,Night,1,1,0.7818314824680298,1,0,0,0
0.0,1.0,5.25,0.0,1.0,9.0,32.291666666666664,2.6666666666666665,0.0848,0,0,5,0.2588190451025207,0.9659258262890684,0.47,0,0,1,0.8660254037844387,1.0,8.0,27.041666666666668,2.6666666666666665,1,0.16,0.0752,Night,1,1,0.7818314824680298,1,0,0,0
0.0,2.0,5.208333333333333,0.0,3.0,6.0,32.041666666666664,2.0,0.07,0,0,6,6.123233995736766e-17,1.0,0.5,0,0,1,0.8660254037844387,3.0,4.0,26.83333333333333,2.0,1,0.14,0.07,Morning,1,1,0.7818314824680298,1,0,0,0
0.0,2.0,5.125,0.0,30.0,3.0,33.041666666666664,11.333333333333334,0.07,0,0,7,-0.2588190451025206,0.9659258262890684,0.5,0,0,1,0.8660254037844387,30.0,1.0,27.916666666666668,11.333333333333334,1,0.14,0.07,Morning,1,1,0.7818314824680298,1,0,1,0
1.0,0.0,5.083333333333333,0.3333333333333333,64.0,2.0,35.583333333333336,32.333333333333336,0.07,0,0,8,-0.4999999999999998,0.8660254037844387,0.5,0,0,1,0.8660254037844387,63.0,2.0,30.5,32.0,1,0.14,0.07,Morning,1,1,0.7818314824680298,1,0,1,0
1.0,0.0,5.125,0.6666666666666666,154.0,1.0,41.91666666666666,82.66666666666667,0.0912,0,0,9,-0.7071067811865475,0.7071067811865476,0.43,0,0,1,0.8660254037844387,153.0,1.0,36.79166666666666,82.0,1,0.16,0.0688,Morning,1,1,0.7818314824680298,1,0,1,0
7.0,0.0,5.416666666666667,3.0,88.0,8.0,45.54166666666666,102.0,0.1026,0,0,10,-0.8660254037844387,0.4999999999999999,0.43,0,0,1,0.8660254037844387,81.0,8.0,40.125,99.0,1,0.18,0.0774,Morning,1,1,0.7818314824680298,1,0,0,0
11.0,1.0,5.875,6.333333333333333,44.0,20.0,47.04166666666666,95.33333333333331,0.12,0,0,11,-0.9659258262890682,0.258819045102521,0.4,0,0,1,0.8660254037844387,33.0,19.0,41.16666666666666,89.0,1,0.2,0.08,Morning,1,1,0.7818314824680298,1,0,0,0
10.0,7.0,6.25,9.333333333333334,51.0,53.0,48.333333333333336,61.0,0.143,0,0,12,-1.0,1.2246467991473532e-16,0.35,0,1,1,0.8660254037844387,41.0,46.0,42.083333333333336,51.66666666666666,1,0.22,0.077,Afternoon,1,1,0.7818314824680298,1,0,0,0
13.0,16.0,6.5,11.333333333333334,61.0,70.0,48.66666666666666,52.0,0.156,0,0,13,-0.9659258262890684,-0.2588190451025208,0.35,0,1,1,0.8660254037844387,48.0,54.0,42.16666666666666,40.66666666666666,1,0.24,0.0839999999999999,Afternoon,1,1,0.7818314824680298,1,0,0,0
8.0,20.0,6.166666666666667,10.333333333333334,61.0,93.0,48.29166666666666,57.66666666666666,0.182,0,0,14,-0.8660254037844388,-0.4999999999999997,0.3,0,1,1,0.8660254037844387,53.0,73.0,42.125,47.333333333333336,1,0.26,0.078,Afternoon,1,1,0.7818314824680298,1,0,0,0
11.0,11.0,5.791666666666667,10.666666666666666,77.0,75.0,47.625,66.33333333333333,0.182,0,0,15,-0.7071067811865479,-0.7071067811865471,0.3,0,0,1,0.8660254037844387,66.0,64.0,41.833333333333336,55.66666666666666,1,0.26,0.078,Afternoon,1,1,0.7818314824680298,1,0,0,0
14.0,4.0,5.916666666666667,11.0,72.0,59.0,47.5,70.0,0.182,0,0,16,-0.5000000000000004,-0.8660254037844384,0.3,0,0,1,0.8660254037844387,58.0,55.0,41.583333333333336,59.0,1,0.26,0.078,Afternoon,1,1,0.7818314824680298,1,0,0,0
9.0,19.0,6.125,11.333333333333334,76.0,74.0,48.208333333333336,75.0,0.1679999999999999,1,0,17,-0.2588190451025206,-0.9659258262890684,0.3,0,0,1,0.8660254037844387,67.0,55.0,42.083333333333336,63.66666666666666,1,0.24,0.072,Evening,1,1,0.7818314824680298,1,1,0,0
11.0,9.0,5.791666666666667,11.333333333333334,157.0,76.0,51.66666666666666,101.66666666666669,0.1631999999999999,1,0,18,-1.8369701987210294e-16,-1.0,0.32,0,0,1,0.8660254037844387,146.0,67.0,45.875,90.33333333333331,1,0.24,0.0768,Evening,1,1,0.7818314824680298,1,1,0,0
9.0,7.0,5.791666666666667,9.666666666666666,157.0,65.0,55.04166666666666,130.0,0.106,1,0,19,0.2588190451025203,-0.9659258262890684,0.47,0,0,1,0.8660254037844387,148.0,58.0,49.25,120.33333333333331,1,0.2,0.094,Evening,1,1,0.7818314824680298,1,1,0,0
8.0,10.0,5.833333333333333,9.333333333333334,110.0,53.0,56.91666666666666,141.33333333333334,0.106,0,0,20,0.5000000000000001,-0.8660254037844386,0.47,0,0,1,0.8660254037844387,102.0,43.0,51.083333333333336,132.0,1,0.2,0.094,Evening,1,1,0.7818314824680298,1,0,0,0
3.0,1.0,5.541666666666667,6.666666666666667,52.0,30.0,56.875,106.33333333333331,0.0648,0,0,21,0.7071067811865474,-0.7071067811865477,0.64,0,0,1,0.8660254037844387,49.0,29.0,51.333333333333336,99.66666666666669,1,0.18,0.1152,Evening,1,1,0.7818314824680298,1,0,0,0
3.0,5.0,5.625,4.666666666666667,52.0,22.0,57.79166666666666,71.33333333333333,0.0434,0,0,22,0.8660254037844384,-0.5000000000000004,0.69,0,0,1,0.8660254037844387,49.0,17.0,52.16666666666666,66.66666666666667,1,0.14,0.0966,Late Night,1,1,0.7818314824680298,1,0,0,0
0.0,11.0,5.416666666666667,2.0,20.0,31.0,57.708333333333336,41.333333333333336,0.0809999999999999,0,0,23,0.965925826289068,-0.2588190451025215,0.55,0,0,1,0.8660254037844387,20.0,20.0,52.29166666666666,39.333333333333336,1,0.18,0.099,Late Night,1,1,0.7818314824680298,1,0,0,0
1.0,0.0,5.0,1.3333333333333333,12.0,9.0,56.91666666666666,28.0,0.072,0,0,0,1.0,0.0,0.55,0,0,1,0.8660254037844387,11.0,9.0,51.91666666666666,26.666666666666668,1,0.16,0.088,Night,1,2,0.9749279121818236,1,0,0,0
0.0,0.0,5.0,0.3333333333333333,5.0,8.0,56.75,12.333333333333334,0.0656,0,0,1,0.9659258262890684,0.2588190451025207,0.59,0,0,1,0.8660254037844387,5.0,8.0,51.75,12.0,1,0.16,0.0944,Night,1,2,0.9749279121818236,1,0,0,0
0.0,0.0,5.0,0.3333333333333333,2.0,5.0,56.5,6.333333333333333,0.0518,0,0,2,0.8660254037844387,0.4999999999999999,0.63,0,0,1,0.8660254037844387,2.0,5.0,51.5,6.0,1,0.14,0.0882,Night,1,2,0.9749279121818236,1,0,0,0
0.0,0.0,5.0,0.0,1.0,2.0,56.333333333333336,2.6666666666666665,0.0518,0,0,4,0.5000000000000001,0.8660254037844386,0.63,0,0,1,0.8660254037844387,1.0,2.0,51.333333333333336,2.6666666666666665,1,0.14,0.0882,Night,1,2,0.9749279121818236,1,0,0,0
0.0,0.0,5.0,0.0,2.0,1.0,56.333333333333336,1.6666666666666667,0.0383999999999999,0,0,5,0.2588190451025207,0.9659258262890684,0.68,0,0,1,0.8660254037844387,2.0,1.0,51.333333333333336,1.6666666666666667,1,0.12,0.0816,Night,1,2,0.9749279121818236,1,0,0,0
0.0,0.0,5.0,0.0,4.0,3.0,56.458333333333336,2.333333333333333,0.0312,0,0,6,6.123233995736766e-17,1.0,0.74,0,0,1,0.8660254037844387,4.0,3.0,51.458333333333336,2.333333333333333,1,0.12,0.0887999999999999,Morning,1,2,0.9749279121818236,1,0,0,0
0.0,0.0,5.0,0.0,36.0,30.0,57.833333333333336,14.0,0.0312,0,0,7,-0.2588190451025206,0.9659258262890684,0.74,0,0,1,0.8660254037844387,36.0,30.0,52.833333333333336,14.0,1,0.12,0.0887999999999999,Morning,1,2,0.9749279121818236,1,0,1,0
2.0,1.0,5.083333333333333,0.6666666666666666,94.0,64.0,60.5,44.66666666666666,0.0434,0,0,8,-0.4999999999999998,0.8660254037844387,0.69,0,0,1,0.8660254037844387,92.0,63.0,55.41666666666666,44.0,1,0.14,0.0966,Morning,1,2,0.9749279121818236,1,0,1,0
2.0,1.0,5.125,1.3333333333333333,179.0,154.0,65.29166666666667,103.0,0.0576,0,0,9,-0.7071067811865475,0.7071067811865476,0.64,0,0,1,0.8660254037844387,177.0,153.0,60.16666666666666,101.66666666666669,1,0.16,0.1024,Morning,1,2,0.9749279121818236,1,0,1,0
2.0,7.0,5.166666666666667,2.0,100.0,88.0,63.04166666666666,124.33333333333331,0.0496,0,0,10,-0.8660254037844387,0.4999999999999999,0.69,0,0,1,0.8660254037844387,98.0,81.0,57.875,122.33333333333331,1,0.16,0.1104,Morning,2,2,0.9749279121818236,1,0,0,0
5.0,11.0,5.083333333333333,3.0,42.0,44.0,61.125,107.0,0.1077999999999999,0,0,11,-0.9659258262890682,0.258819045102521,0.51,0,0,1,0.8660254037844387,37.0,33.0,56.04166666666666,104.0,1,0.22,0.1122,Morning,1,2,0.9749279121818236,1,0,0,0
7.0,10.0,4.916666666666667,4.666666666666667,57.0,51.0,61.66666666666666,66.33333333333333,0.1077999999999999,0,0,12,-1.0,1.2246467991473532e-16,0.51,0,1,1,0.8660254037844387,50.0,41.0,56.75,61.66666666666666,1,0.22,0.1122,Afternoon,1,2,0.9749279121818236,1,0,0,0
12.0,13.0,5.0,8.0,78.0,61.0,62.79166666666666,59.0,0.1055999999999999,0,0,13,-0.9659258262890684,-0.2588190451025208,0.56,0,1,1,0.8660254037844387,66.0,48.0,57.79166666666666,51.0,1,0.24,0.1344,Afternoon,1,2,0.9749279121818236,1,0,0,0
18.0,8.0,5.208333333333333,12.333333333333334,97.0,61.0,64.29166666666667,77.33333333333333,0.1248,0,0,14,-0.8660254037844388,-0.4999999999999997,0.52,0,1,1,0.8660254037844387,79.0,53.0,59.083333333333336,65.0,1,0.26,0.1352,Afternoon,1,2,0.9749279121818236,1,0,0,0
9.0,11.0,5.25,13.0,63.0,77.0,64.375,79.33333333333333,0.1344,0,0,15,-0.7071067811865479,-0.7071067811865471,0.52,0,0,1,0.8660254037844387,54.0,66.0,59.125,66.33333333333333,1,0.28,0.1456,Afternoon,1,2,0.9749279121818236,1,0,0,0
17.0,14.0,5.5,14.666666666666666,65.0,72.0,63.875,75.0,0.153,0,0,16,-0.5000000000000004,-0.8660254037844384,0.49,0,0,1,0.8660254037844387,48.0,58.0,58.375,60.333333333333336,1,0.3,0.147,Afternoon,1,2,0.9749279121818236,1,0,0,0
15.0,9.0,5.541666666666667,13.666666666666666,83.0,76.0,64.33333333333333,70.33333333333333,0.1456,1,0,17,-0.2588190451025206,-0.9659258262890684,0.48,0,0,1,0.8660254037844387,68.0,67.0,58.79166666666666,56.66666666666666,1,0.28,0.1344,Evening,1,2,0.9749279121818236,1,1,0,0
10.0,11.0,5.583333333333333,14.0,212.0,157.0,70.0,120.0,0.1352,1,0,18,-1.8369701987210294e-16,-1.0,0.48,0,0,1,0.8660254037844387,202.0,146.0,64.41666666666667,106.0,1,0.26,0.1248,Evening,1,2,0.9749279121818236,1,1,0,0
3.0,9.0,5.25,9.333333333333334,182.0,157.0,71.04166666666667,159.0,0.1248,1,0,19,0.2588190451025203,-0.9659258262890684,0.48,0,0,1,0.8660254037844387,179.0,148.0,65.79166666666667,149.66666666666666,1,0.24,0.1152,Evening,1,2,0.9749279121818236,1,1,0,0
2.0,8.0,4.958333333333333,5.0,112.0,110.0,69.16666666666667,168.66666666666666,0.1248,0,0,20,0.5000000000000001,-0.8660254037844386,0.48,0,0,1,0.8660254037844387,110.0,102.0,64.20833333333333,163.66666666666666,1,0.24,0.1152,Evening,1,2,0.9749279121818236,1,0,0,0
1.0,3.0,4.666666666666667,2.0,54.0,52.0,66.83333333333333,116.0,0.0791999999999999,0,0,21,0.7071067811865474,-0.7071067811865477,0.64,0,0,1,0.8660254037844387,53.0,49.0,62.16666666666666,114.0,1,0.22,0.1408,Evening,1,2,0.9749279121818236,1,0,0,0
0.0,3.0,4.541666666666667,1.0,48.0,52.0,66.66666666666667,71.33333333333333,0.0791999999999999,0,0,22,0.8660254037844384,-0.5000000000000004,0.64,0,0,1,0.8660254037844387,48.0,49.0,62.125,70.33333333333333,1,0.22,0.1408,Late Night,1,2,0.9749279121818236,1,0,0,0
1.0,0.0,4.458333333333333,0.6666666666666666,35.0,20.0,65.95833333333333,45.66666666666666,0.062,0,0,23,0.965925826289068,-0.2588190451025215,0.69,0,0,1,0.8660254037844387,34.0,20.0,61.5,45.0,1,0.2,0.1379999999999999,Late Night,1,2,0.9749279121818236,1,0,0,0
